# time,task.delayTask
0,0
0,0
4.87999999999994,72.96171788133198
4.87999999999994,72.96171788133198
72.96171788133198,72.96171788133198
72.96171788133198,72.96171788133198
77.8437691561176,34.75630111595297
77.8437691561176,34.75630111595297
107.7180189973011,34.75630111595297
107.7180189973011,34.75630111595297
112.5994256633437,86.04368919636241
112.5994256633437,86.04368919636241
193.761708193607,86.04368919636241
193.761708193607,86.04368919636241
198.6417559576842,67.54257171937036
198.6417559576842,67.54257171937036
261.3042799129187,67.54257171937036
261.3042799129187,67.54257171937036
266.1777234685952,79.35644234297962
266.1777234685952,79.35644234297962
340.6607222558225,79.35644234297962
340.6607222558225,79.35644234297962
345.541725816933,78.03631409399969
345.541725816933,78.03631409399969
418.6970363497483,78.03631409399969
418.6970363497483,78.03631409399969
423.570869210394,65.36112773151154
423.570869210394,65.36112773151154
484.0581640812039,65.36112773151154
484.0581640812039,65.36112773151154
488.9396480434561,68.3554428984435
488.9396480434561,68.3554428984435
552.413606979587,68.3554428984435
552.413606979587,68.3554428984435
557.2907977769039,93.47677249710924
557.2907977769039,93.47677249710924
645.8903794766093,93.47677249710924
645.8903794766093,93.47677249710924
650.7731719036076,55.28818977741756
650.7731719036076,55.28818977741756
701.1785692539789,55.28818977741756
701.1785692539789,55.28818977741756
706.0611225850001,63.94201028227211
706.0611225850001,63.94201028227211
765.1205795362041,63.94201028227211
765.1205795362041,63.94201028227211
770.0011225849493,72.38466568574437
770.0011225849493,72.38466568574437
837.5052452218875,72.38466568574437
837.5052452218875,72.38466568574437
842.379586967054,74.70077464753756
842.379586967054,74.70077464753756
912.2060198693642,74.70077464753756
912.2060198693642,74.70077464753756
917.0809410670435,85.75531058119542
917.0809410670435,85.75531058119542
997.9613304504763,85.75531058119542
997.9613304504763,85.75531058119542
1002.840941066966,47.33031532504742
1002.840941066966,47.33031532504742
1045.291645775483,47.33031532504742
1045.291645775483,47.33031532504742
1050.171601155024,84.96155930049414
1050.171601155024,84.96155930049414
1130.253205075903,84.96155930049414
1130.253205075903,84.96155930049414
1135.131601154958,82.38559401322732
1135.131601154958,82.38559401322732
1212.638799089069,82.38559401322732
1212.638799089069,82.38559401322732
1217.513502458072,51.74465690401763
1217.513502458072,51.74465690401763
1264.383455993042,51.74465690401763
1264.383455993042,51.74465690401763
1269.26150420418,70.72351485193199
1269.26150420418,70.72351485193199
1335.10697084491,70.72351485193199
1335.10697084491,70.72351485193199
1339.985336510248,45.7479966268907
1339.985336510248,45.7479966268907
1380.85496747176,45.7479966268907
1380.85496747176,45.7479966268907
1385.735336510207,72.95524393460983
1385.735336510207,72.95524393460983
1453.810211406304,72.95524393460983
1453.810211406304,72.95524393460983
