# time,human.delayHuman
0,0
0,0
109.983769156134,0
114.8594256633449,61.67165017767025
114.8594256633449,61.67165017767025
173.74942566331,61.67165017767025
178.6254193337712,79.86829780537288
178.6254193337712,79.86829780537288
255.8017559576324,79.86829780537288
260.6777234686002,72.76082282414762
260.6777234686002,72.76082282414762
331.3164240600664,72.76082282414762
336.1925787817066,83.65444515041733
336.1925787817066,83.65444515041733
417.6717258168674,83.65444515041733
422.5508692103949,88.94186665504844
422.5508692103949,88.94186665504844
508.7496480434379,88.94186665504844
513.6235924718198,116.9635238603124
513.6235924718198,116.9635238603124
628.0607977768476,116.9635238603124
632.9431719036238,115.8159079566676
632.9431719036238,115.8159079566676
746.4224419861284,115.8159079566676
751.2995869671302,58.35138900272568
751.2995869671302,58.35138900272568
806.8911225849199,58.35138900272568
811.7738309888047,81.33122209000007
811.7738309888047,81.33122209000007
891.1895869670152,81.33122209000007
896.0709410670602,106.8618650757272
896.0709410670602,106.8618650757272
1000.144655992855,106.8618650757272
1005.021601155065,88.53203604432596
1005.021601155065,88.53203604432596
1091.580941066887,88.53203604432596
1096.456632407511,120.9025613912951
1096.456632407511,120.9025613912951
1215.24638660048,120.9025613912951
1220.121601154898,95.95962225210678
1220.121601154898,95.95962225210678
1313.971601154813,95.95962225210678
1318.845336510267,82.64210287776523
1318.845336510267,82.64210287776523
1399.296632407262,82.64210287776523
1404.17917951084,105.9593567384873
1404.17917951084,105.9593567384873
1507.261504203964,105.9593567384873
1512.139179510741,93.70549551055625
1512.139179510741,93.70549551055625
1603.645336509994,93.70549551055625
1608.518283053158,90.26527373692593
1608.518283053158,90.26527373692593
1696.448283053072,90.26527373692593
1701.329179510548,57.28777275731636
1701.329179510548,57.28777275731636
1756.139179510491,57.28777275731636
1761.014006091278,95.13327981160614
1761.014006091278,95.13327981160614
1853.899933788886,95.13327981160614
1858.781467575804,80.62089306154922
1858.781467575804,80.62089306154922
1936.858203930562,80.62089306154922
1941.731467575727,124.210921625458
1941.731467575727,124.210921625458
2063.711467575959,124.210921625458
2068.586241505889,92.58659737862867
2068.586241505889,92.58659737862867
2158.357849884855,92.58659737862867
2163.23456653315,90.65683477570244
2163.23456653315,90.65683477570244
2251.993363960618,90.65683477570244
2256.874381793195,96.11180089743677
2256.874381793195,96.11180089743677
2351.014006097375,96.11180089743677
2355.894381795281,92.79899188635827
2355.894381795281,92.79899188635827
2445.989556355749,92.79899188635827
2450.862997985827,109.7710142616275
2450.862997985827,109.7710142616275
2558.376241516238,109.7710142616275
2563.250503456244,74.40294089726716
2563.250503456244,74.40294089726716
2634.874381801193,74.40294089726716
2639.747761667481,104.3996221948925
2639.747761667481,104.3996221948925
