# time,BOT[0].botPosition[1]
19161.74503882486,8
19161.74503882486,8
19166.62503882408,10
19166.62503882408,10
19171.5050388233,12
19171.5050388233,12
19176.38503882251,14
19176.38503882251,14
19202.84715310638,14
19207.72629800431,12
19207.72629800431,12
19228.84715310226,12
19233.72629800019,10
19233.72629800019,10
19238.60629799942,8
19238.60629799942,8
19243.48629799865,5
19243.48629799865,5
19248.36629799787,3
19248.36629799787,3
19495.13358180426,3
19500.01529496719,0
19500.01529496719,0
19507.13358180234,0
19512.01358180157,3
19512.01358180157,3
19516.89569810098,5
19516.89569810098,5
19521.77358180003,8
19521.77358180003,8
19526.65569809943,9
19526.65569809943,9
19531.53358179848,12
19531.53358179848,12
19536.41569809789,14
19536.41569809789,14
19571.06361414059,14
19575.94361413981,12
19575.94361413981,12
19605.06361413516,12
19609.94117208442,9
19609.94117208442,9
19614.81700183813,8
19614.81700183813,8
19619.69117208288,5
19619.69117208288,5
19624.56700183659,3
19624.56700183659,3
19885.64279752928,3
19890.52279752851,0
19890.52279752851,0
19917.64279752422,0
19922.52279752344,3
19922.52279752344,3
19927.40325953985,5
19927.40325953985,5
19932.2827975219,7
19932.2827975219,7
19937.1632595383,9
19937.1632595383,9
19942.04279752036,12
19942.04279752036,12
19946.92279751958,14
19946.92279751958,14
19959.64279751756,14
19964.52279751679,12
19964.52279751679,12
19973.64279751535,12
19978.52279751457,9
19978.52279751457,9
19983.39759437563,7
19983.39759437563,7
19988.27279751303,5
19988.27279751303,5
19993.15279751226,3
19993.15279751226,3
20000.00279751117,3
