# time,human.delayHuman
2871.880216314696,2.447256588636599
2871.880216314696,2.447256588636599
2907.408643950742,2.447256588636599
2912.286561080351,2.687917129502637
2912.286561080351,2.687917129502637
2965.540320316326,2.687917129502637
2970.413873781801,2.873553465368961
2970.413873781801,2.873553465368961
3030.552039574121,2.873553465368961
3035.432039574227,-0
3035.432039574227,-0
3100.426017481999,-0
3105.302751292702,6.052556056030562
3105.302751292702,6.052556056030562
3155.882751293795,6.052556056030562
3160.75770744768,1.956673837317909
3160.75770744768,1.956673837317909
3228.647707449162,1.956673837317909
3233.520570235176,-0
3233.520570235176,-0
3304.890570236734,-0
3309.768418175792,2.567847938951739
3309.768418175792,2.567847938951739
3397.421171342221,2.567847938951739
3402.301171342327,5.117629734509873
3402.301171342327,5.117629734509873
3482.653022408771,5.117629734509873
3487.528826326545,-0
3487.528826326545,-0
3636.464564231161,-0
3641.346835238021,9.361190546912555
3641.346835238021,9.361190546912555
3693.906835239157,9.361190546912555
3698.786835239262,-0
3698.786835239262,-0
3924.673217390799,-0
3929.54810820183,0.6348908109266667
3929.54810820183,0.6348908109266667
3999.680182361817,0.6348908109266667
4004.560182361923,-0
4004.560182361923,-0
4270.634106778345,-0
4275.510743569837,5.800444351193029
4275.510743569837,5.800444351193029
4333.020743571078,5.800444351193029
4337.896767033786,-0
4337.896767033786,-0
4379.656767034698,-0
4384.537129289748,2.540362254944308
4384.537129289748,2.540362254944308
4477.911474863112,2.540362254944308
4482.787950723813,5.49837992589691
4482.787950723813,5.49837992589691
4535.627950724966,5.49837992589691
4540.509854790375,11.12842145713173
4540.509854790375,11.12842145713173
4595.218706310333,11.12842145713173
4600.09551101498,4.29680470454275
4600.09551101498,4.29680470454275
4652.967022518713,4.29680470454275
4657.845511016214,-0
4657.845511016214,-0
4743.709371455865,-0
4748.585116153308,6.853078455221853
4748.585116153308,6.853078455221853
4806.085116154563,6.853078455221853
4810.962449912555,-0
4810.962449912555,-0
4894.931893463119,-0
4899.810184828995,2.008291365769403
4899.810184828995,2.008291365769403
4990.729477835327,2.008291365769403
4995.609477835434,5.140260035977031
4995.609477835434,5.140260035977031
5083.518943610798,5.140260035977031
5088.392118802739,4.503175191834718
5088.392118802739,4.503175191834718
5157.40490820201,4.503175191834718
5162.280616195414,-0
5162.280616195414,-0
5192.080616196065,-0
5196.962871511355,1.962255315185562
5196.962871511355,1.962255315185562
5282.233350619137,1.962255315185562
5287.113350619243,-0
5287.113350619243,-0
5459.590191045604,-0
5464.470060960741,6.013128117176966
5464.470060960741,6.013128117176966
5533.300060962243,6.013128117176966
5538.172988654694,-0
5538.172988654694,-0
5670.664260414008,-0
5675.544136424597,1.409876010483456
5675.544136424597,1.409876010483456
5743.813442284608,1.409876010483456
5748.693442284714,7.518317745608841
5748.693442284714,7.518317745608841
5835.1066281627,7.518317745608841
5839.979779297685,1.433151134879517
5839.979779297685,1.433151134879517
5881.994489635093,1.433151134879517
5886.869779298709,2.13688129262405
5886.869779298709,2.13688129262405
5977.093819804062,2.13688129262405
5981.973819804169,-0
5981.973819804169,-0
6064.695730877925,-0
6069.577655292995,3.511924414963657
6069.577655292995,3.511924414963657
6141.791558464647,3.511924414963657
6146.671558464754,-0
6146.671558464754,-0
6211.129675860223,-0
6216.009164743221,0.2329566953644717
6216.009164743221,0.2329566953644717
6277.689164744541,0.2329566953644717
6282.569164744647,6.751295878380538
6282.569164744647,6.751295878380538
6369.058391668127,6.751295878380538
6373.93965288079,-0
6373.93965288079,-0
6603.157557567145,-0
6608.034013294679,4.126455727427142
6608.034013294679,4.126455727427142
6690.194919520819,4.126455727427142
6695.072618985109,2.307699464185182
6695.072618985109,2.307699464185182
6734.275597095835,2.307699464185182
6739.158036076532,2.087042106376998
6739.158036076532,2.087042106376998
6782.508036077477,2.087042106376998
6787.388122168007,2.65008609042273
6787.388122168007,2.65008609042273
6826.154998150227,2.65008609042273
6831.034998150333,-0
6831.034998150333,-0
6915.311108044936,-0
6920.189530653127,0.748422608084399
6920.189530653127,0.748422608084399
6998.471558939562,0.748422608084399
7003.348846761535,5.003537868631033
7003.348846761535,5.003537868631033
7052.498846762608,5.003537868631033
7057.377493995413,0.4986472326982533
7057.377493995413,0.4986472326982533
7138.396214634633,0.4986472326982533
7143.27621463474,-0
7143.27621463474,-0
7220.727478616221,-0
7225.604838128689,6.123384558361416
7225.604838128689,6.123384558361416
7293.084838130162,6.123384558361416
7297.958211749151,7.972777663931971
7297.958211749151,7.972777663931971
7367.738211750674,7.972777663931971
7372.612688448957,-0
7372.612688448957,-0
7408.302688449736,-0
7413.181643214895,4.238954765052908
7413.181643214895,4.238954765052908
7481.437691675402,4.238954765052908
7486.314204473075,0.1327949745923137
7486.314204473075,0.1327949745923137
7558.124204474642,0.1327949745923137
7563.003119264969,4.924314737861359
7563.003119264969,4.924314737861359
7627.043119266366,4.924314737861359
7631.923119266473,-0
7631.923119266473,-0
7754.598403266221,-0
7759.480937171626,7.300616647212671
7759.480937171626,7.300616647212671
7833.180937173234,7.300616647212671
7838.060937173341,-0
7838.060937173341,-0
7998.836604912821,-0
8003.717775758715,3.881170845787665
8003.717775758715,3.881170845787665
8084.905077816737,3.881170845787665
8089.786588443208,8.156375538886069
8089.786588443208,8.156375538886069
8137.506588444249,8.156375538886069
8142.386588444356,-0
8142.386588444356,-0
8281.867465790747,-0
8286.743580574814,4.176114783961234
8286.743580574814,4.176114783961234
8342.926051156199,4.176114783961234
8347.801455708763,3.919026397175021
8347.801455708763,3.919026397175021
8413.071455710186,3.919026397175021
8417.952839359548,1.485405010446229
8417.952839359548,1.485405010446229
8473.192839360754,1.485405010446229
8478.071398952152,0.6185595912958219
8478.071398952152,0.6185595912958219
8546.134930167964,0.6185595912958219
8551.017119957934,3.022189789864818
8551.017119957934,3.022189789864818
8629.6510552168,3.022189789864818
8634.529698787073,-0
8634.529698787073,-0
8708.159698788681,-0
8713.038603710866,1.228904922079164
8713.038603710866,1.228904922079164
8785.171993358514,1.228904922079164
8790.047715956936,-0
8790.047715956936,-0
8922.315876126986,-0
8927.196944485691,1.99621773291036
8927.196944485691,1.99621773291036
8994.536944487163,1.99621773291036
8999.412093861582,6.669029070599708
8999.412093861582,6.669029070599708
9065.549892404177,6.669029070599708
9070.423358355554,1.943465951270776
9070.423358355554,1.943465951270776
9125.384667474802,1.943465951270776
9130.26335835686,-0
9130.26335835686,-0
9202.446752825474,-0
9207.319593608616,4.862840783035979
9207.319593608616,4.862840783035979
9261.755656720743,4.862840783035979
9266.632490932843,4.973481974564765
9266.632490932843,4.973481974564765
9316.062490933922,4.973481974564765
9320.9391386966,5.048896683888524
9320.9391386966,5.048896683888524
9393.427581940226,5.048896683888524
9398.309014314329,7.682377088203531
9398.309014314329,7.682377088203531
9441.319014315244,7.682377088203531
9446.198559926162,-0
9446.198559926162,-0
9573.622347698407,-0
9578.498731750962,6.58154799071646
9578.498731750962,6.58154799071646
9642.06873175235,6.58154799071646
9646.948731752456,-0
9646.948731752456,-0
9918.724636701258,-0
9923.598699212786,1.082946113307571
9923.598699212786,1.082946113307571
9966.528699213723,1.082946113307571
9971.408699213829,-0
9971.408699213829,-0
10064.22519308811,-0
10069.10115939573,0.7659663075117844
10069.10115939573,0.7659663075117844
10123.11428528234,0.7659663075117844
10127.99428528244,-0
10127.99428528244,-0
10168.43878094685,-0
10173.31428528343,6.34729696418289
10173.31428528343,6.34729696418289
10224.62812921332,6.34729696418289
10229.50607791236,3.019007822990631
10229.50607791236,3.019007822990631
10298.48142103079,3.019007822990631
10303.36180865507,-0
10303.36180865507,-0
10463.80179963802,-0
10468.67842643492,0.9298035299746523
10468.67842643492,0.9298035299746523
10548.53974167952,0.9298035299746523
10553.41315788098,2.873416201353483
10553.41315788098,2.873416201353483
10607.69843272672,2.873416201353483
10612.57781066072,5.340470757794037
10612.57781066072,5.340470757794037
10658.15781066171,5.340470757794037
10663.03890348572,2.690052100617994
10663.03890348572,2.690052100617994
10710.96062913137,2.690052100617994
10715.84062913148,-0
10715.84062913148,-0
10848.0260817005,-0
10852.90352463142,4.30744293081665
10852.90352463142,4.30744293081665
10912.95674138326,4.30744293081665
10917.83024933049,-0
10917.83024933049,-0
10975.59024933175,-0
10980.46674138474,8.602163076899274
10980.46674138474,8.602163076899274
11055.99105225174,8.602163076899274
11060.87105225185,-0
11060.87105225185,-0
11156.89638357081,-0
11161.77203312935,2.705649558431944
11161.77203312935,2.705649558431944
11184.85062969229,2.705649558431944
11189.73203312993,-0
11189.73203312993,-0
11478.42202895098,-0
11483.29819913682,4.885512217055719
11483.29819913682,4.885512217055719
11587.98482666421,4.885512217055719
11592.86652170061,3.491695036295825
11592.86652170061,3.491695036295825
11639.17478022541,3.491695036295825
11644.05652170173,-0
11644.05652170173,-0
11755.8457159628,-0
11760.7198130345,6.579706543233847
11760.7198130345,6.579706543233847
11799.86981303535,6.579706543233847
11804.74542250711,7.911143434342732
11804.74542250711,7.911143434342732
11882.76501263676,7.911143434342732
11887.64758199886,2.10256936199095
11887.64758199886,2.10256936199095
11952.83072597582,2.10256936199095
11957.71072597593,5.258938259847743
11957.71072597593,5.258938259847743
12043.7938504805,5.258938259847743
12048.66882908132,10.64628245002574
12048.66882908132,10.64628245002574
12112.57882908266,10.64628245002574
12117.45870508793,1.929876005160649
12117.45870508793,1.929876005160649
12187.9126902768,1.929876005160649
12192.79269027691,-0
12192.79269027691,-0
12272.33080172098,-0
12277.20670746155,0.6059057404664162
12277.20670746155,0.6059057404664162
12330.75975930403,0.6059057404664162
12335.63670746283,-0
12335.63670746283,-0
12380.66915010021,-0
12385.543874751,0.5547246506801069
12385.543874751,0.5547246506801069
12435.64517505114,0.5547246506801069
12440.5214333576,3.337148253256148
12440.5214333576,3.337148253256148
12490.31143335866,3.337148253256148
12495.19232330568,-0
12495.19232330568,-0
12557.91625823285,-0
12562.79255078897,6.464857001594437
12562.79255078897,6.464857001594437
12630.57255079039,6.464857001594437
12635.44567776764,0.8631269771391312
12635.44567776764,0.8631269771391312
12708.0478237169,0.8631269771391312
12712.92928809644,4.071464379430737
12712.92928809644,4.071464379430737
12759.17991539033,4.071464379430737
12764.06001632772,0.5601009372852266
12764.06001632772,0.5601009372852266
12857.94327772842,0.5601009372852266
12862.82327772852,-0
12862.82327772852,-0
12935.74064652933,-0
12940.61805005256,2.757403523121389
12940.61805005256,2.757403523121389
12968.68780544649,2.757403523121389
12973.5678054466,-0
12973.5678054466,-0
13554.69158595078,-0
13559.56842996128,7.269329255601795
13559.56842996128,7.269329255601795
13618.52842996257,7.269329255601795
13623.40575093392,2.037320971250835
13623.40575093392,2.037320971250835
13659.43449937894,2.037320971250835
13664.3126840005,8.045701258148659
13664.3126840005,8.045701258148659
13734.14268400202,8.045701258148659
13739.02112086064,0.2584368585129932
13739.02112086064,0.2584368585129932
13791.24098929428,0.2584368585129932
13796.12112086188,6.398953082501534
13796.12112086188,6.398953082501534
13870.64487050847,6.398953082501534
13875.52487050858,-0
13875.52487050858,-0
14002.46996404144,-0
14007.34830568492,0.8183416433717221
14007.34830568492,0.8183416433717221
14047.25113529743,0.8183416433717221
14052.12830568589,-0
14052.12830568589,-0
14208.69492385522,-0
14213.57665871122,0.8817348559022059
14213.57665871122,0.8817348559022059
14282.82393907949,0.8817348559022059
14287.70278631549,-0
14287.70278631549,-0
14440.86089198215,-0
14445.74089198226,8.955091763543084
14445.74089198226,8.955091763543084
14528.40669499953,8.955091763543084
14533.28669499963,-0
14533.28669499963,-0
14625.06645509884,-0
14629.94068134018,0.2127923635468638
14629.94068134018,0.2127923635468638
14707.20817674831,0.2127923635468638
14712.09083960831,1.0926628599008
14712.09083960831,1.0926628599008
14786.2830038317,1.0926628599008
14791.1630038318,-0
14791.1630038318,-0
14951.89731505687,-0
14956.77224036648,4.144925309505823
14956.77224036648,4.144925309505823
15012.88694904668,4.144925309505823
15017.76224036782,5.668765899468704
15017.76224036782,5.668765899468704
15092.74791545637,5.668765899468704
15097.62947923646,3.871563779988966
15097.62947923646,3.871563779988966
15172.52264121515,3.871563779988966
15177.39839883055,4.465757615296033
15177.39839883055,4.465757615296033
15260.56901037174,4.465757615296033
15265.4503913479,7.085161091792697
15265.4503913479,7.085161091792697
15295.56039134853,7.085161091792697
15300.43417146438,-0
15300.43417146438,-0
15363.06693653548,-0
15367.94889358339,0.9677021296832812
15367.94889358339,0.9677021296832812
15417.65889358443,0.9677021296832812
15422.5346386664,6.314900426853405
15422.5346386664,6.314900426853405
15488.73101734217,6.314900426853405
15493.60996498113,12.63004561918466
15493.60996498113,12.63004561918466
15549.26996498235,12.63004561918466
15554.15106296278,-0
15554.15106296278,-0
15624.71611381299,-0
15629.5896861336,0.9993316179826999
15629.5896861336,0.9993316179826999
15687.98968613488,0.9993316179826999
15692.86849491973,3.162020920161188
15692.86849491973,3.162020920161188
15765.25849492125,3.162020920161188
15770.13567112796,-0
15770.13567112796,-0
15929.15217347258,-0
15934.02899631723,4.666822844553058
15934.02899631723,4.666822844553058
16032.87068856344,4.666822844553058
16037.74668706754,0.2259985039942415
16037.74668706754,0.2259985039942415
16116.19101849583,0.2259985039942415
16121.07101849594,-0
16121.07101849594,-0
16195.96610027014,-0
16200.84386319293,10.85767478064838
16200.84386319293,10.85767478064838
16269.70386319443,10.85767478064838
16274.58386319454,-0
16274.58386319454,-0
16392.29259213221,-0
16397.17526166176,5.042425689270567
16397.17526166176,5.042425689270567
16446.49177334005,5.042425689270567
16451.36501781207,-0
16451.36501781207,-0
16501.95859755954,-0
16506.8317733304,1.822942609977278
16506.8317733304,1.822942609977278
16568.39379994897,1.822942609977278
16573.27379994819,-0
16573.27379994819,-0
16626.11841967281,-0
16630.99379993905,7.194594074575247
16630.99379993905,7.194594074575247
16672.09510856517,7.194594074575247
16676.96849861323,6.960245230268346
16676.96849861323,6.960245230268346
16741.93849860295,6.960245230268346
16746.82097946711,3.561491619156829
16746.82097946711,3.561491619156829
16820.26097945547,3.561491619156829
16825.14097945469,6.36908201678037
16825.14097945469,6.36908201678037
16913.15050271439,6.36908201678037
16918.02923383644,3.008731122827337
16918.02923383644,3.008731122827337
17008.26370861544,3.008731122827337
17013.13773521307,9.536639044655924
17013.13773521307,9.536639044655924
17086.29773520137,9.536639044655924
17091.17286928272,6.984332016680879
17091.17286928272,6.984332016680879
17154.36286927271,6.984332016680879
17159.23709532303,-0
17159.23709532303,-0
17232.90709531137,-0
17237.78481032214,1.094159402430535
17237.78481032214,1.094159402430535
17279.02481031554,1.094159402430535
17283.90481031476,-0
17283.90481031476,-0
17436.58534946829,-0
17441.46286188344,0.767512415916326
17441.46286188344,0.767512415916326
17506.65270472524,0.767512415916326
17511.53270472446,-0
17511.53270472446,-0
17587.90918557912,-0
17592.78578911111,0.7566035327698348
17592.78578911111,0.7566035327698348
17674.04298088721,0.7566035327698348
17678.92298088643,-0
17678.92298088643,-0
17737.23382413869,-0
17742.1140678639,0.8002437259951877
17742.1140678639,0.8002437259951877
17826.51992338329,0.8002437259951877
17831.39495936612,0.9268873086318828
17831.39495936612,0.9268873086318828
17898.52495935549,0.9268873086318828
17903.39914806933,0.504188714605074
17903.39914806933,0.504188714605074
17968.95586875921,0.504188714605074
17973.83835365321,9.274316779778927
17973.83835365321,9.274316779778927
18044.50835364202,9.274316779778927
18049.39082583486,-0
18049.39082583486,-0
18088.72082582856,-0
18093.6014808693,4.7906550415216
18093.6014808693,4.7906550415216
18178.02427991778,4.7906550415216
18182.904279917,5.995691204001811
18182.904279917,5.995691204001811
18268.8628872826,5.995691204001811
18273.73873193669,-0
18273.73873193669,-0
18323.02873192881,-0
18327.90475464146,0.3660227134322147
18327.90475464146,0.3660227134322147
18380.0280479597,0.3660227134322147
18384.90804795893,-0
18384.90804795893,-0
18431.64332901113,-0
18436.51789709197,0.5045680816122606
18436.51789709197,0.5045680816122606
18483.90689443547,0.5045680816122606
18488.78192450876,2.024144534878475
18488.78192450876,2.024144534878475
18550.24192449903,2.024144534878475
18555.12192449825,-0
18555.12192449825,-0
18660.74543768138,-0
18665.62479389035,0.6096032858833917
18665.62479389035,0.6096032858833917
18731.76046766323,0.6096032858833917
18736.64046766245,5.454583465964799
18736.64046766245,5.454583465964799
18823.98881800894,5.454583465964799
18828.86881800816,-0
18828.86881800816,-0
18954.97206697512,-0
18959.85210619584,1.540039221495016
18959.85210619584,1.540039221495016
19018.40891714554,1.540039221495016
19023.28207924631,4.823162101550399
19023.28207924631,4.823162101550399
19087.52088170843,4.823162101550399
19092.40088170765,-0
19092.40088170765,-0
19160.98959999611,-0
19165.8650388242,4.123033072484172
19165.8650388242,4.123033072484172
19199.11503881888,4.123033072484172
19203.99263306171,1.732114288097631
19203.99263306171,1.732114288097631
19281.23629799264,1.732114288097631
19286.11629799186,9.049217375022405
19286.11629799186,9.049217375022405
19367.50029060538,9.049217375022405
19372.38029060461,-0
19372.38029060461,-0
19436.79760894653,-0
19441.675698113,1.127686030786333
19441.675698113,1.127686030786333
19506.37569810264,1.127686030786333
19511.25358180169,-0
19511.25358180169,-0
19567.13358179285,-0
19572.01361414044,1.930032348366559
19572.01361414044,1.930032348366559
19604.18700183981,1.930032348366559
19609.06361413452,-0
19609.06361413452,-0
20000.00279751117,-0
