# time,task.delayTask
0,0
0,0
4.87999999999994,88.61921851850238
4.87999999999994,88.61921851850238
88.61921851850238,88.61921851850238
88.61921851850238,88.61921851850238
93.4938572353738,69.94371115716774
93.4938572353738,69.94371115716774
158.5629296756636,69.94371115716774
158.5629296756636,69.94371115716774
163.4438572353593,39.98325150605484
163.4438572353593,39.98325150605484
198.5461811816816,39.98325150605484
198.5461811816816,39.98325150605484
203.4256064201917,63.90173513671235
203.4256064201917,63.90173513671235
262.4479163183402,63.90173513671235
262.4479163183402,63.90173513671235
267.3256064201339,92.31020405311499
267.3256064201339,92.31020405311499
354.7581203713619,92.31020405311499
354.7581203713619,92.31020405311499
359.6354690958848,73.12567858553112
359.6354690958848,73.12567858553112
427.883798956826,73.12567858553112
427.883798956826,73.12567858553112
432.7596666260517,75.24683507712088
432.7596666260517,75.24683507712088
503.1306340338769,75.24683507712088
503.1306340338769,75.24683507712088
508.0096666259832,82.37396153268043
508.0096666259832,82.37396153268043
585.5045955664773,82.37396153268043
585.5045955664773,82.37396153268043
590.3840909943713,75.4878929750468
590.3840909943713,75.4878929750468
660.9924885414538,75.4878929750468
660.9924885414538,75.4878929750468
665.8699877455745,75.77726653506114
665.8699877455745,75.77726653506114
736.7697550764442,75.77726653506114
736.7697550764442,75.77726653506114
741.6504504225281,53.15233019019401
741.6504504225281,53.15233019019401
789.9220852665919,53.15233019019401
789.9220852665919,53.15233019019401
794.8004504224799,71.09664580850114
794.8004504224799,71.09664580850114
861.018731075029,71.09664580850114
861.018731075029,71.09664580850114
865.8940568798546,94.60276801161982
865.8940568798546,94.60276801161982
955.6214990865512,94.60276801161982
955.6214990865512,94.60276801161982
960.5013052707818,69.10583679179896
960.5013052707818,69.10583679179896
1024.727335878289,69.10583679179896
1024.727335878289,69.10583679179896
1029.601404300057,63.28240248436521
1029.601404300057,63.28240248436521
1088.009738362601,63.28240248436521
1088.009738362601,63.28240248436521
1092.8914043,73.70599063535995
1092.8914043,73.70599063535995
1161.715728997893,73.70599063535995
1161.715728997893,73.70599063535995
1166.594182308976,80.61710178723445
1166.594182308976,80.61710178723445
1242.332830785051,80.61710178723445
1242.332830785051,80.61710178723445
1247.211997271698,75.49896673475958
1247.211997271698,75.49896673475958
1317.831797519747,75.49896673475958
1317.831797519747,75.49896673475958
1322.710973050416,90.46326000869506
1322.710973050416,90.46326000869506
1408.295057528351,90.46326000869506
1408.295057528351,90.46326000869506
1413.173816277687,96.07075597640531
1413.173816277687,96.07075597640531
1504.365813504656,96.07075597640531
1504.365813504656,96.07075597640531
1509.247484448929,108.6615327041388
1509.247484448929,108.6615327041388
1613.027346208677,108.6615327041388
1613.027346208677,108.6615327041388
